City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Santa Marta de Tormes,40.9506,-5.6272,58.3,85,48,5.88,ES,1604350800
355,Nuuk,64.1835,-51.7216,22.46,69,86,8.59,GL,1604350800
356,Manaure,11.7751,-72.4445,85.55,67,97,13.15,CO,1604350800
357,Pangnirtung,66.1451,-65.7125,14.36,68,59,8.23,CA,1604350800
358,Vao,-22.6667,167.4833,74.82,91,100,4.52,NC,1604350800
359,Aklavik,68.2191,-135.0107,3.22,83,68,7.34,CA,1604350800
360,Baruun-Urt,46.6806,113.2792,12.06,77,0,7.14,MN,1604350800
361,Anklam,53.8564,13.6897,62.15,86,91,14.34,DE,1604350800
362,Saint George,37.1041,-113.5841,80.73,18,40,1.97,US,1604350800
363,Paidha,2.4167,30.9855,63.81,86,85,1.74,UG,1604350800
364,Fairview,40.8126,-73.999,43.75,41,1,16.53,US,1604350800
365,Cap Malheureux,-19.9842,57.6142,72.39,67,37,11.18,MU,1604350800
366,Ambilobe,-13.2,49.05,71.78,71,14,5.35,MG,1604350800
367,Craig,40.5153,-107.5464,63.16,22,1,3.56,US,1604350800
368,Brigantine,39.4101,-74.3646,46.94,40,1,22.46,US,1604350800
369,Isla Vista,34.4133,-119.861,81.97,49,20,4.56,US,1604350800
370,Esna,25.2934,32.554,73.22,48,0,10.71,EG,1604350800
371,Madang,-5.2246,145.7966,78.67,82,87,4.43,PG,1604350800
372,Marsá Maţrūḩ,31.3525,27.2453,70.41,62,37,5.84,EG,1604350800
373,Nishihara,26.1842,127.7558,74.14,80,86,20.69,JP,1604350800
374,El Paujíl,1.5701,-75.3286,84.96,71,85,2.17,CO,1604350800
375,Yangi Marg`ilon,40.4272,71.7189,47.73,41,0,1.05,UZ,1604350800
376,Northam,51.0333,-4.2167,49.08,69,4,15.77,GB,1604350800
377,Oxapampa,-10.5775,-75.4017,66.07,76,96,2.68,PE,1604350800
378,Luba,3.4568,8.5547,78.94,88,21,2.68,GQ,1604350800
379,Vitim,59.4511,112.5578,11.32,88,100,5.73,RU,1604350800
380,Çumra,37.5732,32.7745,45.21,54,0,3.33,TR,1604350800
381,Koupéla,12.1794,-0.3517,83.32,19,38,7.99,BF,1604350800
382,Sørland,67.667,12.6934,47.57,89,86,23.91,NO,1604350800
383,Gushikawa,26.3544,127.8686,74.19,81,94,22.06,JP,1604350800
384,Huarmey,-10.0681,-78.1522,67.6,66,88,8.03,PE,1604350800
385,Barra do Garças,-15.89,-52.2567,88.72,44,60,4.45,BR,1604350800
386,Stokmarknes,68.5646,14.9108,47.25,87,87,13.76,NO,1604350800
387,Dulce Nombre de Culmí,15.1,-85.5333,74.32,87,95,4.74,HN,1604350800
388,Boyabat,41.4689,34.7667,47.71,76,5,0.4,TR,1604350800
389,Quatre Cocos,-20.2078,57.7625,71.24,71,41,10.56,MU,1604350800
390,Chifeng,42.2683,118.9636,23.45,71,0,9.57,CN,1604350800
391,Camopi,3.1655,-52.3158,85.21,65,87,5.64,GF,1604350800
392,Anshun,26.25,105.9333,46.54,81,100,8.39,CN,1604350800
393,Mahon,39.8885,4.2658,65.53,79,38,9.8,ES,1604350800
394,Eyemouth,55.8713,-2.0901,47.01,83,82,17.78,GB,1604350800
395,Sinegor'ye,62.0788,150.477,7.29,91,100,4.09,RU,1604350800
396,Soe,-9.8607,124.284,66.83,85,69,3.89,ID,1604350800
397,Kamaishi,39.2667,141.8833,54.91,75,100,1.32,JP,1604350800
398,Orbetello,42.4408,11.2196,58.86,87,53,2.13,IT,1604350800
399,Bonavista,48.6499,-53.1147,53.29,94,96,37.87,CA,1604350800
400,Encheng,22.1839,112.3026,67.01,76,66,6.4,CN,1604350800
401,Bud,39.447,-86.1758,47.32,39,1,12.66,US,1604350800
402,Port Lincoln,-34.7333,135.8667,73.72,31,53,19.28,AU,1604350800
403,Dingcheng,32.1272,115.0394,51.96,47,0,7.45,CN,1604350800
404,Manche,49.0,-1.1667,48.33,77,0,5.66,FR,1604350800
405,Assiniboia,49.6334,-105.9845,63.72,26,6,15.39,CA,1604350800
406,Saint Lawrence,36.0553,14.204,67.44,81,10,11.32,MT,1604350800
407,Moerai,-22.4333,-151.3333,76.73,83,25,15.95,PF,1604350800
408,Nouadhibou,20.931,-17.0347,74.19,55,45,19.66,MR,1604350800
409,Laguna,38.421,-121.4238,82.33,20,1,3.51,US,1604350800
410,Misratah,32.3754,15.0925,70.41,60,0,4.43,LY,1604350800
411,Chimbote,-9.0853,-78.5783,67.21,68,66,9.13,PE,1604350800
412,Bilibino,68.0546,166.4372,-2.79,89,96,3.2,RU,1604350800
413,Redmond,47.674,-122.1215,65.79,48,3,4.61,US,1604350800
414,Barguzin,53.6167,109.6167,15.87,81,50,3.06,RU,1604350800
415,Labuhan,-6.8844,112.2051,78.78,83,100,8.81,ID,1604350800
416,Baghdad,33.3406,44.4009,78.73,25,86,6.96,IQ,1604350800
417,Nhulunbuy,-12.2333,136.7667,80.35,78,95,6.26,AU,1604350800
418,Linxia Chengguanzhen,35.6003,103.2064,38.41,71,71,0.98,CN,1604350800
419,Sangar,63.9242,127.4739,-10.34,90,48,2.98,RU,1604350800
420,Prince Rupert,54.3161,-130.3201,50.68,86,90,12.19,CA,1604350800
421,Catazaja,17.725,-92.0167,79.47,79,37,7.23,MX,1604350800
422,Phon,15.816,102.5998,72.05,78,40,7.18,TH,1604350800
423,Katherine,-14.4667,132.2667,79.7,67,66,5.73,AU,1604350800
424,Yumen,40.2833,97.2,36.05,70,0,10.33,CN,1604350800
425,Ust'-Kan,50.9276,84.761,26.44,89,97,2.08,RU,1604350800
426,Uyar,55.81,94.3153,29.97,98,85,7.76,RU,1604350800
427,Togur,58.3631,82.8265,30.72,99,100,6.73,RU,1604350800
428,Panguna,-6.3164,155.4848,75.31,92,44,1.03,PG,1604350800
429,Rondonópolis,-16.4708,-54.6356,89.4,40,56,5.7,BR,1604350800
430,Fraserburgh,57.6874,-2.0184,48.11,74,87,18.16,GB,1604350800
431,Qui Nhon,13.7667,109.2333,73.58,86,100,11.56,VN,1604350800
432,Bryan,30.6744,-96.37,69.96,32,1,5.28,US,1604350800
433,Kiryat Gat,31.61,34.7642,67.28,73,12,1.79,IL,1604350800
434,Aksarka,66.5606,67.7975,17.58,95,41,10.71,RU,1604350800
435,Coquimbo,-29.9533,-71.3436,58.64,73,46,8.68,CL,1604350800
436,Port Blair,11.6667,92.75,80.24,81,82,5.1,IN,1604350800
437,Oistins,13.0667,-59.5333,82.4,71,57,16.75,BB,1604350800
438,Chumikan,54.7183,135.315,16.14,96,100,19.75,RU,1604350800
439,Sandpoint,48.2766,-116.5533,59.05,39,1,2.57,US,1604350800
440,Matara,5.9485,80.5353,77.49,84,83,7.18,LK,1604350800
441,Laï,9.3952,16.2989,81.91,48,44,2.53,TD,1604350800
442,Asău,46.4333,26.4,45.88,81,96,4.52,RO,1604350800
443,Sinop Province,41.7711,34.8709,46.17,84,36,3.51,TR,1604350800
444,Sibi,29.5448,67.8764,65.52,19,0,4.52,PK,1604350800
445,Quesnel,52.9999,-122.5029,51.24,54,95,7.31,CA,1604350800
446,Felanitx,39.4696,3.1483,60.19,85,20,3.49,ES,1604350800
447,Rodolfo Sánchez Taboada,31.7167,-116.5667,77.54,66,0,7.58,MX,1604350800
448,Marzuq,14.4,46.4667,62.83,30,0,1.59,YE,1604350800
449,Cartagena del Chairá,1.3349,-74.8429,86.65,65,84,1.68,CO,1604350800
450,Krutikha,53.9599,81.2093,31.23,95,100,3.58,RU,1604350800
451,Businga,3.3333,20.8833,73.09,94,90,2.39,CD,1604350800
452,Reconquista,-29.15,-59.65,78.67,38,0,8.23,AR,1604350800
453,Shingū,33.7333,135.9833,59.58,92,100,4.47,JP,1604350800
454,Hua Hin,12.5707,99.9588,78.78,83,25,6.89,TH,1604350800
455,Anáhuac,27.2333,-100.15,74.88,29,48,6.44,MX,1604350800
456,Kutum,14.2,24.6667,75.9,27,3,17.2,SD,1604350800
457,Vila Franca do Campo,37.7167,-25.4333,61.66,70,66,12.06,PT,1604350800
458,Hopfgarten,50.9833,11.2667,60.76,81,38,12.19,DE,1604350800
459,Dukat,62.55,155.55,10.58,95,95,3.38,RU,1604350800
460,Geraldton,-28.7667,114.6,65.03,85,61,12.93,AU,1604350800
461,Guilin,25.2819,110.2864,60.08,70,95,6.04,CN,1604350800
462,Sur,22.5667,59.5289,69.89,52,0,2.19,OM,1604350800
463,Qujing,25.4833,103.7833,46.92,92,100,2.75,CN,1604350800
464,Tiznit Province,29.5833,-9.5,70.32,36,0,2.13,MA,1604350800
465,Mafinga,-7.25,35.0667,73.53,48,70,7.07,TZ,1604350800
466,Linden,6.0,-58.3,74.71,95,87,2.73,GY,1604350800
467,Qingdao,36.0986,120.3719,48.02,60,0,13.78,CN,1604350800
468,Nouakchott,18.0858,-15.9785,84.18,36,100,12.93,MR,1604350800
469,Hokitika,-42.7167,170.9667,51.78,87,100,4.94,NZ,1604350800
470,Oussouye,12.485,-16.5469,84.18,58,9,5.01,SN,1604350800
471,Agadez,19.75,10.25,71.01,24,0,7.2,NE,1604350800
472,Qaqortoq,60.7167,-46.0333,22.71,67,82,11.61,GL,1604350800
473,Camaná,-16.6228,-72.7111,68.41,70,43,7.09,PE,1604350800
474,Tuatapere,-46.1333,167.6833,53.8,67,62,0.74,NZ,1604350800
475,Sisimiut,66.9395,-53.6735,21.52,88,85,17.87,GL,1604350800
476,Sitrah,26.1547,50.6206,81.05,55,0,5.75,BH,1604350800
477,Diamantino,-14.4086,-56.4461,89.49,42,68,4.05,BR,1604350800
478,Changli,39.7042,119.1506,33.17,66,0,10.94,CN,1604350800
479,Turaif,31.6725,38.6637,61.09,70,4,5.64,SA,1604350800
480,Salamiyah,35.0113,37.0532,63.25,78,25,2.73,SY,1604350800
481,Dwārka,22.2394,68.9678,80.65,55,0,11.48,IN,1604350800
482,Broken Hill,-31.95,141.4333,72.79,37,14,15.7,AU,1604350800
483,Yaya,56.206,86.44,29.34,96,97,6.98,RU,1604350800
484,La Rioja,42.25,-2.5,56.39,84,84,1.92,ES,1604350800
485,Umba,66.6871,34.3429,36.48,87,77,23.04,RU,1604350800
486,Isangel,-19.55,169.2667,76.15,88,98,16.08,VU,1604350800
487,Manadhoo,5.7667,73.3833,82.63,74,29,6.53,MV,1604350800
488,Gamba,-2.65,10.0,75.04,92,61,0.43,GA,1604350800
489,Nanortalik,60.1432,-45.2371,30.4,87,81,8.08,GL,1604350800
490,Hamilton,39.1834,-84.5333,47.75,38,1,10.83,US,1604350800
491,Dawlatabad,36.4141,64.9053,54.3,36,0,1.28,AF,1604350800
492,Los Llanos de Aridane,28.6585,-17.9182,68.83,72,6,14.07,ES,1604350800
493,Roseau,15.3017,-61.3881,82.94,69,49,14.88,DM,1604350800
494,Kushima,31.4583,131.2333,60.84,90,43,5.55,JP,1604350800
495,Palafrugell,41.9174,3.1631,59.83,70,38,2.59,ES,1604350800
496,San Luis,-33.295,-66.3356,85.26,16,0,6.4,AR,1604350800
497,Mackenzie,55.2999,-123.1698,42.39,80,95,6.67,CA,1604350800
498,Churapcha,62.0025,132.4325,-15.38,89,22,3.83,RU,1604350800
499,Taman',45.2117,36.7161,55.27,83,93,5.3,RU,1604350800
500,Sungai Penuh,-2.0833,101.3833,65.7,95,100,0.78,ID,1604350800
501,Cacoal,-11.4386,-61.4472,89.78,53,96,5.06,BR,1604350800
502,Lagoa,39.05,-27.9833,62.15,62,80,13.73,PT,1604350800
503,Tynda,55.1667,124.7167,-3.78,88,31,3.85,RU,1604350800
504,Båtsfjord,70.6345,29.7185,37.29,85,87,20.36,NO,1604350800
505,Cerqueira César,-23.0356,-49.1661,72.41,45,5,9.42,BR,1604350800
506,Praia,14.9215,-23.5087,80.49,54,13,9.73,CV,1604350800
507,Kalmar,56.6616,16.3616,59.0,83,71,18.05,SE,1604350800
508,Kaputa,-8.4689,29.6619,76.26,67,64,5.57,ZM,1604350800
509,Neiafu,-18.65,-173.9833,76.75,90,67,24.16,TO,1604350800
510,Salinas,36.6777,-121.6555,83.66,18,1,6.76,US,1604350800
511,Araguaína,-7.1911,-48.2072,83.7,65,78,7.25,BR,1604350800
512,General Pico,-35.6566,-63.7568,82.4,27,0,12.93,AR,1604350800
513,Khovd,48.0056,91.6419,27.09,82,71,2.17,MN,1604350800
514,Olafsvik,64.8945,-23.7142,39.6,78,100,20.87,IS,1604350800
515,Helong,42.5397,128.9972,25.92,78,0,10.09,CN,1604350800
516,Radcliff,37.8404,-85.9491,48.45,37,1,9.69,US,1604350800
517,College,64.8569,-147.8028,1.04,81,46,1.32,US,1604350800
518,Xihe,31.6864,113.4659,52.95,49,8,6.2,CN,1604350800
519,Toora-Khem,52.4675,96.11,24.35,93,96,2.57,RU,1604350800
520,Smolenskaya Oblast’,55.0,33.0,44.38,91,99,5.26,RU,1604350800
521,Mossendjo,-2.9506,12.7261,72.41,91,95,1.7,CG,1604350800
522,Mossamedes,-15.1961,12.1522,68.81,77,23,3.85,AO,1604350800
523,Samarai,-10.6167,150.6667,82.08,81,76,6.8,PG,1604350800
524,Sistranda,63.7256,8.834,48.38,79,77,23.29,NO,1604350800
525,Hualmay,-11.0964,-77.6139,67.98,65,95,7.92,PE,1604350800
526,Svetogorsk,61.1121,28.8632,44.38,86,90,18.5,RU,1604350800
527,Chipata,-13.6333,32.65,71.76,62,52,5.01,ZM,1604350800
528,Curitibanos,-27.2828,-50.5844,67.35,47,56,3.38,BR,1604350800
529,Tocache,-8.1842,-76.5125,88.47,45,75,0.63,PE,1604350800
530,Arman',59.7,150.1667,32.22,96,100,17.2,RU,1604350800
531,Batagay-Alyta,67.8006,130.4114,-8.18,83,57,2.35,RU,1604350800
532,Tacuarembó,-31.7333,-55.9833,67.89,60,32,6.82,UY,1604350800
533,Kaduna,10.5222,7.4383,76.77,33,53,6.64,NG,1604350800
534,Dholka,22.7167,72.4667,74.14,49,0,6.51,IN,1604350800
535,Tual,-5.6667,132.75,83.91,73,100,7.52,ID,1604350800
536,Pringsewu,-5.3582,104.9744,75.24,87,75,4.38,ID,1604350800
537,Sławno,54.3628,16.6789,61.61,85,98,12.37,PL,1604350800
538,Trige,56.2529,10.1484,50.38,84,55,14.07,DK,1604350800
539,Gobabis,-22.45,18.9667,73.81,43,73,19.89,NA,1604350800
540,Lábrea,-7.2586,-64.7981,92.77,47,73,2.04,BR,1604350800
541,Wuda,39.4994,106.7117,36.36,62,0,7.65,CN,1604350800
542,Kumul,42.8,93.45,39.42,66,0,3.31,CN,1604350800
543,Rusape,-18.5278,32.1284,68.76,53,52,7.45,ZW,1604350800
544,Kahului,20.8947,-156.47,80.53,67,69,7.2,US,1604350800
545,Upata,8.0086,-62.3989,73.24,92,100,4.25,VE,1604350800
546,Klaksvík,62.2266,-6.589,46.56,71,24,27.18,FO,1604350800
547,Mpanda,-6.3655,31.0409,73.83,56,53,1.61,TZ,1604350800
548,Ţahţā,26.7693,31.5021,71.64,49,0,7.76,EG,1604350800
549,Olavarría,-36.8927,-60.3225,73.15,56,0,7.52,AR,1604350800
550,Pishin,30.5803,66.9961,40.89,46,0,1.9,PK,1604350800
551,Florø,61.5996,5.0328,48.65,77,87,14.29,NO,1604350800
552,Shubarshi,48.5872,57.1869,48.15,48,61,9.64,KZ,1604350800
553,Ciudad Guayana,8.3533,-62.6528,77.22,87,99,6.64,VE,1604350800
554,Necochea,-38.5473,-58.7368,70.63,53,0,11.18,AR,1604350800
555,Urussu,54.5981,53.4631,32.11,96,40,3.94,RU,1604350800
556,Rocha,-34.4833,-54.3333,64.22,68,35,8.39,UY,1604350800
557,Urzhum,57.1141,49.9996,28.98,95,8,5.06,RU,1604350800
558,Pasni,25.2631,63.471,74.77,42,0,7.58,PK,1604350800
559,Sandusky,41.3501,-83.1332,44.89,47,21,20.0,US,1604350800
560,Goundam,16.4145,-3.6708,88.84,12,83,12.84,ML,1604350800
561,Yuzhno-Kurilsk,44.0306,145.8556,48.22,84,97,18.01,RU,1604350800
562,Awjilah,29.1081,21.2869,65.8,59,0,11.1,LY,1604350800
563,Bograd,54.2344,90.8328,33.58,98,41,3.04,RU,1604350800
564,Middlebury (village),44.0153,-73.1673,31.64,83,11,10.27,US,1604350800
